topo,seed,agent,indeg,eig,meanV
Random,50,11,2,0.1818,30.386
Random,50,12,4,0.3636,29.122
Random,50,13,6,0.5455,27.086
Random,50,14,10,0.9091,24.738
Random,50,15,1,0.0909,31.012
Random,50,16,3,0.2727,29.908
Random,50,17,4,0.3636,29.496
Random,50,18,2,0.1818,30.014
Random,50,19,6,0.5455,29.164
Random,50,20,4,0.3636,30.828
Random,50,21,7,0.6364,26.962
Random,50,22,0,0.0,29.336
Random,50,23,8,0.7273,28.14
Random,50,24,5,0.4545,28.556
Random,50,25,2,0.1818,32.166
Random,50,26,2,0.1818,30.698
Random,50,27,2,0.1818,29.414
Random,50,28,2,0.1818,31.29
Random,50,29,7,0.6364,26.79
Random,50,30,1,0.0909,32.03
Random,50,31,6,0.5455,30.626
Random,50,32,4,0.3636,24.718
Random,50,33,3,0.2727,29.994
Random,50,34,2,0.1818,30.018
Random,50,35,5,0.4545,26.67
Random,50,36,4,0.3636,30.356
Random,50,37,1,0.0909,29.766
Random,50,38,7,0.6364,26.808
Random,50,39,5,0.4545,25.56
Random,50,40,4,0.3636,28.268
Random,50,41,6,0.5455,26.592
Random,50,42,11,1.0,25.498
Random,50,43,0,0.0,28.568
Random,50,44,5,0.4545,27.92
Random,50,45,3,0.2727,28.256
Random,50,46,3,0.2727,28.132
Random,50,47,5,0.4545,31.026
Random,50,48,4,0.3636,32.054
Random,50,49,4,0.3636,27.21
Random,50,50,2,0.1818,32.098
Random,50,51,6,0.5455,29.556
Random,50,52,2,0.1818,31.6
Random,50,53,5,0.4545,29.562
Random,50,54,4,0.3636,25.492
Random,50,55,5,0.4545,28.09
Random,50,56,5,0.4545,30.084
Random,50,57,3,0.2727,26.814
Random,50,58,0,0.0,30.512
Random,50,59,4,0.3636,28.232
Random,50,60,4,0.3636,28.296
Random,50,61,5,0.4545,26.256
Random,50,62,2,0.1818,30.274
Random,50,63,3,0.2727,29.074
Random,50,64,1,0.0909,31.034
Random,50,65,2,0.1818,30.026
Random,50,66,5,0.4545,26.194
Random,50,67,1,0.0909,31.15
Random,50,68,2,0.1818,32.024
Random,50,69,3,0.2727,34.214
Random,50,70,2,0.1818,28.772
Random,50,71,2,0.1818,30.944
Random,50,72,8,0.7273,24.672
Random,50,73,3,0.2727,31.482
Random,50,74,5,0.4545,27.456
Random,50,75,5,0.4545,28.738
Random,50,76,2,0.1818,28.84
Random,50,77,9,0.8182,28.8
Random,50,78,6,0.5455,27.444
Random,50,79,5,0.4545,27.654
Random,51,0,3,0.375,29.364
Random,51,1,5,0.625,32.738
Random,51,2,3,0.375,29.266
Random,51,3,4,0.5,30.862
Random,51,4,2,0.25,29.848
Random,51,5,5,0.625,29.364
Random,51,6,3,0.375,28.808
Random,51,7,4,0.5,25.904
Random,51,8,3,0.375,31.394
Random,51,9,4,0.5,29.19
Random,51,10,1,0.125,28.628
Random,51,11,3,0.375,31.284
Random,51,12,3,0.375,33.042
Random,51,13,2,0.25,27.936
Random,51,14,3,0.375,28.63
Random,51,15,5,0.625,25.966
Random,51,16,4,0.5,27.638
Random,51,17,3,0.375,27.074
Random,51,18,5,0.625,26.622
Random,51,19,6,0.75,25.788
Random,51,20,2,0.25,29.814
Random,51,21,8,1.0,25.664
Random,51,22,4,0.5,27.244
Random,51,23,5,0.625,29.29
Random,51,24,4,0.5,30.208
Random,51,25,6,0.75,27.092
Random,51,26,3,0.375,32.132
Random,51,27,6,0.75,26.946
Random,51,28,4,0.5,29.524
Random,51,29,3,0.375,29.198
Random,51,30,2,0.25,30.258
Random,51,31,3,0.375,29.46
Random,51,32,4,0.5,29.06
Random,51,33,6,0.75,26.796
Random,51,34,1,0.125,29.166
Random,51,35,2,0.25,31.578
Random,51,36,3,0.375,26.95
Random,51,37,4,0.5,28.51
Random,51,38,5,0.625,28.264
Random,51,39,5,0.625,27.184
Random,51,40,8,1.0,27.448
Random,51,41,1,0.125,29.874
Random,51,42,2,0.25,28.76
Random,51,43,3,0.375,28.494
Random,51,44,5,0.625,29.216
Random,51,45,1,0.125,30.802
Random,51,46,3,0.375,30.228
Random,51,47,6,0.75,28.274
Random,51,48,1,0.125,30.892
Random,51,49,7,0.875,27.138
Random,51,50,2,0.25,28.62
Random,51,51,5,0.625,30.226
Random,51,52,4,0.5,28.216
Random,51,53,3,0.375,29.54
Random,51,54,7,0.875,30.026
Random,51,55,4,0.5,29.356
Random,51,56,5,0.625,27.154
Random,51,57,4,0.5,29.934
Random,51,58,2,0.25,32.258
Random,51,59,6,0.75,28.57
Random,51,60,3,0.375,29.486
Random,51,61,3,0.375,28.822
Random,51,62,6,0.75,26.788
Random,51,63,6,0.75,28.176
Random,51,64,2,0.25,29.998
Random,51,65,3,0.375,31.576
Random,51,66,3,0.375,31.048
Random,51,67,4,0.5,28.29
Random,51,68,4,0.5,28.004
Random,51,69,3,0.375,29.428
Random,51,70,4,0.5,31.244
Random,51,71,5,0.625,29.54
Random,51,72,1,0.125,30.21
Random,51,73,8,1.0,26.806
Random,51,74,6,0.75,27.372
Random,51,75,5,0.625,26.674
Random,51,76,6,0.75,31.246
Random,51,77,3,0.375,29.422
Random,51,78,5,0.625,30.282
Random,51,79,5,0.625,27.756
Small World,42,0,4,0.4042,28.408
Small World,42,1,5,0.2513,29.422
Small World,42,2,5,0.3309,28.646
Small World,42,3,6,0.491,28.112
Small World,42,4,6,0.4914,27.984
Small World,42,5,2,0.821,34.108
Small World,42,6,4,0.4839,29.708
Small World,42,7,4,0.6792,31.572
Small World,42,8,3,0.6524,30.928
Small World,42,9,3,0.6218,28.602
Small World,42,10,5,0.2414,29.842
Small World,42,11,7,0.2662,27.326
Small World,42,12,4,0.5848,28.918
Small World,42,13,3,0.2997,30.174
Small World,42,14,3,0.5568,31.15
Small World,42,15,2,0.7868,31.826
Small World,42,16,6,0.3589,30.65
Small World,42,17,5,0.502,27.978
Small World,42,18,3,0.7522,28.8
Small World,42,19,4,0.6385,28.742
Small World,42,20,5,0.7354,27.426
Small World,42,21,4,1.0,29.784
Small World,42,22,3,0.6875,29.714
Small World,42,23,4,0.6584,26.996
Small World,42,24,4,0.7733,29.348
Small World,42,25,5,0.3244,28.868
Small World,42,26,3,0.4586,28.92
Small World,42,27,2,0.6442,31.25
Small World,42,28,4,0.4816,28.912
Small World,42,29,6,0.2322,29.536
Small World,42,30,5,0.3567,28.974
Small World,42,31,2,0.5715,33.802
Small World,42,32,4,0.1984,28.074
Small World,42,33,3,0.5733,29.09
Small World,42,34,5,0.4975,28.32
Small World,42,35,4,0.2597,30.698
Small World,42,36,5,0.2133,29.848
Small World,42,37,4,0.4759,29.654
Small World,42,38,5,0.3432,29.476
Small World,42,39,2,0.4885,31.774
Small World,42,40,5,0.2427,29.036
Small World,42,41,1,0.7695,31.116
Small World,42,42,4,0.2625,26.902
Small World,42,43,5,0.4795,27.658
Small World,42,44,3,0.5057,26.564
Small World,42,45,5,0.2433,26.864
Small World,42,46,4,0.6963,29.76
Small World,42,47,5,0.4469,28.504
Small World,42,48,3,0.4153,31.988
Small World,42,49,4,0.5696,28.95
Small World,42,50,5,0.217,30.04
Small World,42,51,6,0.3513,28.776
Small World,42,52,4,0.4435,29.076
Small World,42,53,3,0.5156,33.2
Small World,42,54,2,0.4932,31.188
Small World,42,55,6,0.2754,28.37
Small World,42,56,2,0.6091,31.484
Small World,42,57,4,0.2986,27.304
Small World,42,58,6,0.1561,27.594
Small World,42,59,4,0.257,29.36
Small World,42,60,4,0.2766,30.194
Small World,42,61,3,0.3257,30.942
Small World,42,62,6,0.237,28.636
Small World,42,63,1,0.5358,33.052
Small World,42,64,4,0.3683,30.956
Small World,42,65,6,0.1797,29.394
Small World,42,66,5,0.2201,29.678
Small World,42,67,4,0.3146,32.988
Small World,42,68,3,0.441,31.588
Small World,42,69,4,0.1789,28.0
Small World,42,70,4,0.258,29.38
Small World,42,71,1,0.6505,30.618
Small World,42,72,4,0.3373,29.7
Small World,42,73,6,0.2969,28.442
Small World,42,74,5,0.324,28.328
Small World,42,75,2,0.4587,32.208
Small World,42,76,4,0.4867,28.352
Small World,42,77,2,0.5892,30.37
Small World,42,78,2,0.6648,29.916
Small World,42,79,6,0.2422,28.144
Small World,43,0,3,0.4286,29.672
Small World,43,1,3,0.4286,30.222
Small World,43,2,6,0.8571,26.134
Small World,43,3,3,0.4286,29.01
Small World,43,4,4,0.5714,29.536
Small World,43,5,3,0.4286,29.474
Small World,43,6,4,0.5714,29.232
Small World,43,7,2,0.2857,31.4
Small World,43,8,7,1.0,27.342
Small World,43,9,2,0.2857,31.32
Small World,43,10,1,0.1429,30.554
Small World,43,11,7,1.0,27.274
Small World,43,12,3,0.4286,30.036
Small World,43,13,3,0.4286,29.874
Small World,43,14,6,0.8571,28.454
Small World,43,15,6,0.8571,26.612
Small World,43,16,3,0.4286,29.506
Small World,43,17,5,0.7143,28.148
Small World,43,18,7,1.0,28.04
Small World,43,19,2,0.2857,29.746
Small World,43,20,5,0.7143,27.272
Small World,43,21,3,0.4286,28.836
Small World,43,22,2,0.2857,30.268
Small World,43,23,3,0.4286,29.682
Small World,43,24,5,0.7143,28.09
Small World,43,25,5,0.7143,28.77
Small World,43,26,7,1.0,28.548
Small World,43,27,1,0.1429,28.21
Small World,43,28,6,0.8571,29.012
Small World,43,29,3,0.4286,29.32
Small World,43,30,3,0.4286,31.93
Small World,43,31,5,0.7143,30.076
Small World,43,32,3,0.4286,30.16
Small World,43,33,5,0.7143,30.484
Small World,43,34,0,0.0,33.206
Small World,43,35,4,0.5714,30.738
Small World,43,36,5,0.7143,32.084
Small World,43,37,7,1.0,28.22
Small World,43,38,1,0.1429,31.384
Small World,43,39,3,0.4286,30.712
Small World,43,40,4,0.5714,32.36
Small World,43,41,6,0.8571,30.05
Small World,43,42,6,0.8571,28.102
Small World,43,43,2,0.2857,30.646
Small World,43,44,4,0.5714,30.186
Small World,43,45,6,0.8571,27.5
Small World,43,46,5,0.7143,27.494
Small World,43,47,5,0.7143,28.298
Small World,43,48,5,0.7143,28.612
Small World,43,49,4,0.5714,24.744
Small World,43,50,6,0.8571,27.904
Small World,43,51,2,0.2857,30.416
Small World,43,52,4,0.5714,30.492
Small World,43,53,2,0.2857,31.48
Small World,43,54,2,0.2857,31.862
Small World,43,55,5,0.7143,29.074
Small World,43,56,6,0.8571,28.852
Small World,43,57,7,1.0,26.578
Small World,43,58,7,1.0,29.458
Small World,43,59,3,0.4286,30.248
Small World,43,60,4,0.5714,28.598
Small World,43,61,2,0.2857,30.162
Small World,43,62,5,0.7143,28.008
Small World,43,63,1,0.1429,29.026
Small World,43,64,4,0.5714,31.216
Small World,43,65,5,0.7143,28.032
Small World,43,66,5,0.7143,27.792
Small World,43,67,4,0.5714,28.712
Small World,43,68,3,0.4286,30.88
Small World,43,69,4,0.5714,28.158
Small World,43,70,2,0.2857,31.188
Small World,43,71,4,0.5714,28.5
Small World,43,72,5,0.7143,28.504
Small World,43,73,2,0.2857,28.948
Small World,43,74,7,1.0,27.99
Small World,43,75,5,0.7143,27.922
Small World,43,76,2,0.2857,29.75
Small World,43,77,4,0.5714,29.712
Small World,43,78,2,0.2857,28.128
Small World,43,79,3,0.4286,26.992
Small World,44,0,3,0.4286,29.382
Small World,44,1,5,0.7143,28.772
Small World,44,2,4,0.5714,28.786
Small World,44,3,4,0.5714,29.964
Small World,44,4,2,0.2857,31.256
Small World,44,5,3,0.4286,28.794
Small World,44,6,3,0.4286,28.778
Small World,44,7,5,0.7143,28.658
Small World,44,8,5,0.7143,28.21
Small World,44,9,4,0.5714,28.072
Small World,44,10,4,0.5714,28.774
Small World,44,11,5,0.7143,29.234
Small World,44,12,3,0.4286,30.142
Small World,44,13,4,0.5714,27.838
Small World,44,14,0,0.0,30.524
Small World,44,15,5,0.7143,27.926
Small World,44,16,2,0.2857,33.19
Small World,44,17,6,0.8571,28.348
Small World,44,18,5,0.7143,26.776
Small World,44,19,5,0.7143,28.902
Small World,44,20,4,0.5714,29.182
Small World,44,21,2,0.2857,29.508
Small World,44,22,4,0.5714,27.906
Small World,44,23,5,0.7143,27.36
Small World,44,24,4,0.5714,26.43
Small World,44,25,5,0.7143,30.01
Small World,44,26,1,0.1429,34.16
Small World,44,27,4,0.5714,27.106
Small World,44,28,4,0.5714,28.422
Small World,44,29,2,0.2857,30.946
Small World,44,30,5,0.7143,27.706
Small World,44,31,5,0.7143,28.246
Small World,44,32,5,0.7143,28.798
Small World,44,33,5,0.7143,27.006
Small World,44,34,3,0.4286,31.442
Small World,44,35,3,0.4286,30.384
Small World,44,36,1,0.1429,30.178
Small World,44,37,6,0.8571,29.242
Small World,44,38,1,0.1429,34.896
Small World,44,39,7,1.0,26.952
Small World,44,40,5,0.7143,28.84
Small World,44,41,6,0.8571,29.782
Small World,44,42,6,0.8571,26.322
Small World,44,43,2,0.2857,30.332
Small World,44,44,5,0.7143,28.766
Small World,44,45,3,0.4286,32.452
Small World,44,46,5,0.7143,28.39
Small World,44,47,4,0.5714,28.266
Small World,44,48,1,0.1429,33.354
Small World,44,49,2,0.2857,30.446
Small World,44,50,4,0.5714,30.716
Small World,44,51,4,0.5714,27.782
Small World,44,52,4,0.5714,32.086
Small World,44,53,7,1.0,29.85
Small World,44,54,7,1.0,27.846
Small World,44,55,2,0.2857,31.566
Small World,44,56,5,0.7143,28.148
Small World,44,57,2,0.2857,33.194
Small World,44,58,3,0.4286,31.258
Small World,44,59,2,0.2857,29.602
Small World,44,60,5,0.7143,29.396
Small World,44,61,7,1.0,29.91
Small World,44,62,5,0.7143,27.564
Small World,44,63,3,0.4286,27.86
Small World,44,64,5,0.7143,27.718
Small World,44,65,5,0.7143,26.214
Small World,44,66,5,0.7143,28.852
Small World,44,67,2,0.2857,29.492
Small World,44,68,1,0.1429,28.404
Small World,44,69,5,0.7143,31.75
Small World,44,70,4,0.5714,30.094
Small World,44,71,4,0.5714,28.624
Small World,44,72,7,1.0,28.254
Small World,44,73,4,0.5714,30.376
Small World,44,74,2,0.2857,31.83
Small World,44,75,3,0.4286,27.834
Small World,44,76,5,0.7143,27.592
Small World,44,77,2,0.2857,29.962
Small World,44,78,7,1.0,25.144
Small World,44,79,7,1.0,26.792
Small World,45,0,4,0.5714,30.53
Small World,45,1,4,0.5714,31.042
Small World,45,2,4,0.5714,28.31
Small World,45,3,4,0.5714,28.752
Small World,45,4,4,0.5714,28.882
Small World,45,5,6,0.8571,27.876
Small World,45,6,6,0.8571,27.638
Small World,45,7,3,0.4286,32.404
Small World,45,8,3,0.4286,28.852
Small World,45,9,4,0.5714,30.176
Small World,45,10,4,0.5714,29.88
Small World,45,11,3,0.4286,31.076
Small World,45,12,6,0.8571,26.12
Small World,45,13,4,0.5714,31.316
Small World,45,14,4,0.5714,27.632
Small World,45,15,3,0.4286,30.366
Small World,45,16,2,0.2857,29.666
Small World,45,17,5,0.7143,31.966
Small World,45,18,6,0.8571,27.786
Small World,45,19,7,1.0,28.204
Small World,45,20,5,0.7143,27.984
Small World,45,21,5,0.7143,29.236
Small World,45,22,4,0.5714,30.936
Small World,45,23,5,0.7143,31.356
Small World,45,24,4,0.5714,32.208
Small World,45,25,0,0.0,34.902
Small World,45,26,3,0.4286,31.782
Small World,45,27,5,0.7143,32.434
Small World,45,28,3,0.4286,30.262
Small World,45,29,4,0.5714,32.642
Small World,45,30,5,0.7143,30.23
Small World,45,31,3,0.4286,31.692
Small World,45,32,7,1.0,27.774
Small World,45,33,5,0.7143,30.168
Small World,45,34,2,0.2857,31.308
Small World,45,35,2,0.2857,29.39
Small World,45,36,4,0.5714,30.172
Small World,45,37,4,0.5714,32.592
Small World,45,38,4,0.5714,30.03
Small World,45,39,7,1.0,28.096
Small World,45,40,5,0.7143,26.308
Small World,45,41,2,0.2857,30.388
Small World,45,42,4,0.5714,29.662
Small World,45,43,5,0.7143,28.512
Small World,45,44,6,0.8571,30.908
Small World,45,45,3,0.4286,30.27
Small World,45,46,4,0.5714,30.404
Small World,45,47,3,0.4286,31.066
Small World,45,48,6,0.8571,27.324
Small World,45,49,3,0.4286,29.04
Small World,45,50,4,0.5714,28.526
Small World,45,51,3,0.4286,30.162
Small World,45,52,3,0.4286,29.858
Small World,45,53,7,1.0,28.382
Small World,45,54,4,0.5714,31.124
Small World,45,55,2,0.2857,29.978
Small World,45,56,5,0.7143,29.382
Small World,45,57,5,0.7143,31.204
Small World,45,58,5,0.7143,29.32
Small World,45,59,1,0.1429,28.478
Small World,45,60,2,0.2857,30.544
Small World,45,61,6,0.8571,27.556
Small World,45,62,3,0.4286,25.796
Small World,45,63,4,0.5714,29.614
Small World,45,64,4,0.5714,29.074
Small World,45,65,2,0.2857,30.046
Small World,45,66,6,0.8571,25.598
Small World,45,67,6,0.8571,30.838
Small World,45,68,4,0.5714,29.606
Small World,45,69,1,0.1429,28.638
Small World,45,70,3,0.4286,28.002
Small World,45,71,4,0.5714,24.722
Small World,45,72,7,1.0,27.664
Small World,45,73,4,0.5714,28.28
Small World,45,74,4,0.5714,31.28
Small World,45,75,3,0.4286,28.52
Small World,45,76,3,0.4286,27.232
Small World,45,77,2,0.2857,26.88
Small World,45,78,2,0.2857,28.838
Small World,45,79,3,0.4286,29.848
Small World,46,0,4,0.5714,28.652
Small World,46,1,2,0.2857,29.67
Small World,46,2,5,0.7143,28.706
Small World,46,3,6,0.8571,26.548
Small World,46,4,5,0.7143,29.724
Small World,46,5,1,0.1429,31.164
Small World,46,6,5,0.7143,29.836
Small World,46,7,4,0.5714,28.298
Small World,46,8,4,0.5714,31.53
Small World,46,9,5,0.7143,27.952
Small World,46,10,5,0.7143,30.888
Small World,46,11,4,0.5714,28.686
Small World,46,12,6,0.8571,28.326
Small World,46,13,4,0.5714,29.184
Small World,46,14,6,0.8571,27.792
Small World,46,15,0,0.0,30.3
Small World,46,16,2,0.2857,28.1
Small World,46,17,6,0.8571,25.444
Small World,46,18,6,0.8571,27.096
Small World,46,19,5,0.7143,27.414
Small World,46,20,3,0.4286,27.866
Small World,46,21,6,0.8571,26.514
Small World,46,22,5,0.7143,28.97
Small World,46,23,3,0.4286,26.75
Small World,46,24,1,0.1429,34.67
Small World,46,25,2,0.2857,30.23
Small World,46,26,4,0.5714,26.104
Small World,46,27,6,0.8571,25.466
Small World,46,28,4,0.5714,26.806
Small World,46,29,3,0.4286,28.558
Small World,46,30,3,0.4286,29.314
Small World,46,31,7,1.0,25.856
Small World,46,32,2,0.2857,29.286
Small World,46,33,3,0.4286,28.912
Small World,46,34,5,0.7143,24.426
Small World,46,35,7,1.0,29.35
Small World,46,36,5,0.7143,24.646
Small World,46,37,4,0.5714,24.438
Small World,46,38,2,0.2857,26.422
Small World,46,39,2,0.2857,30.258
Small World,46,40,3,0.4286,29.08
Small World,46,41,6,0.8571,25.784
Small World,46,42,5,0.7143,27.522
Small World,46,43,4,0.5714,29.714
Small World,46,44,1,0.1429,29.468
Small World,46,45,1,0.1429,27.414
Small World,46,46,6,0.8571,28.85
Small World,46,47,4,0.5714,28.042
Small World,46,48,4,0.5714,27.572
Small World,46,49,6,0.8571,29.164
Small World,46,50,4,0.5714,28.566
Small World,46,51,3,0.4286,28.66
Small World,46,52,1,0.1429,28.924
Small World,46,53,5,0.7143,27.546
Small World,46,54,2,0.2857,29.234
Small World,46,55,5,0.7143,27.288
Small World,46,56,5,0.7143,27.332
Small World,46,57,4,0.5714,27.74
Small World,46,58,5,0.7143,25.88
Small World,46,59,2,0.2857,28.548
Small World,46,60,4,0.5714,30.53
Small World,46,61,4,0.5714,28.266
Small World,46,62,5,0.7143,29.236
Small World,46,63,0,0.0,33.818
Small World,46,64,7,1.0,25.536
Small World,46,65,4,0.5714,28.498
Small World,46,66,4,0.5714,29.71
Small World,46,67,3,0.4286,28.974
Small World,46,68,7,1.0,27.718
Small World,46,69,3,0.4286,30.092
Small World,46,70,6,0.8571,26.328
Small World,46,71,1,0.1429,31.222
Small World,46,72,5,0.7143,26.43
Small World,46,73,1,0.1429,29.43
Small World,46,74,5,0.7143,27.654
Small World,46,75,5,0.7143,28.91
Small World,46,76,5,0.7143,27.744
Small World,46,77,5,0.7143,27.404
Small World,46,78,5,0.7143,30.352
Small World,46,79,3,0.4286,29.784
Small World,47,0,5,0.3147,28.066
Small World,47,1,3,0.6868,31.664
Small World,47,2,1,0.8386,33.91
Small World,47,3,3,0.5267,32.152
Small World,47,4,3,0.4714,27.834
Small World,47,5,5,0.3304,32.302
Small World,47,6,3,0.4765,29.894
Small World,47,7,7,0.1282,27.618
Small World,47,8,5,0.3996,28.36
Small World,47,9,4,0.4092,28.096
Small World,47,10,4,0.4847,29.762
Small World,47,11,3,0.5613,30.22
Small World,47,12,5,0.4473,29.298
Small World,47,13,3,0.6741,26.256
Small World,47,14,4,0.5326,28.918
Small World,47,15,4,0.5185,26.152
Small World,47,16,4,0.457,26.004
Small World,47,17,4,0.6057,25.984
Small World,47,18,4,0.5357,27.782
Small World,47,19,7,0.3179,28.196
Small World,47,20,4,0.3969,28.206
Small World,47,21,4,0.5631,28.49
Small World,47,22,5,0.589,27.59
Small World,47,23,6,0.4742,28.922
Small World,47,24,4,0.5572,27.176
Small World,47,25,2,0.6171,30.064
Small World,47,26,5,0.4716,26.702
Small World,47,27,5,0.4088,26.024
Small World,47,28,3,0.712,28.43
Small World,47,29,5,0.1112,26.442
Small World,47,30,2,0.827,30.86
Small World,47,31,4,0.2583,27.476
Small World,47,32,4,0.8108,27.172
Small World,47,33,4,0.581,28.696
Small World,47,34,6,0.43,25.654
Small World,47,35,2,1.0,27.964
Small World,47,36,6,0.7239,25.374
Small World,47,37,4,0.7048,31.56
Small World,47,38,6,0.5644,26.154
Small World,47,39,3,0.8444,30.76
Small World,47,40,2,0.8565,29.738
Small World,47,41,2,0.9404,28.73
Small World,47,42,5,0.4988,25.92
Small World,47,43,6,0.3014,27.108
Small World,47,44,4,0.5263,26.632
Small World,47,45,3,0.582,28.578
Small World,47,46,4,0.4418,31.216
Small World,47,47,5,0.3209,30.49
Small World,47,48,4,0.4431,28.01
Small World,47,49,4,0.4354,30.126
Small World,47,50,3,0.4758,30.462
Small World,47,51,5,0.3482,28.762
Small World,47,52,6,0.3636,27.304
Small World,47,53,4,0.6129,29.344
Small World,47,54,4,0.2812,27.546
Small World,47,55,4,0.4017,27.356
Small World,47,56,2,0.6595,28.908
Small World,47,57,3,0.4604,27.612
Small World,47,58,6,0.3222,25.898
Small World,47,59,2,0.4486,29.078
Small World,47,60,3,0.5959,28.268
Small World,47,61,2,0.4464,28.766
Small World,47,62,3,0.2,26.904
Small World,47,63,5,0.2115,29.878
Small World,47,64,5,0.214,28.274
Small World,47,65,3,0.2593,30.076
Small World,47,66,6,0.1992,28.698
Small World,47,67,7,0.129,27.55
Small World,47,68,3,0.261,30.858
Small World,47,69,2,0.5163,27.066
Small World,47,70,4,0.1779,28.876
Small World,47,71,5,0.264,27.332
Small World,47,72,5,0.2872,27.784
Small World,47,73,1,0.5809,26.88
Small World,47,74,2,0.614,31.522
Small World,47,75,2,0.3364,29.07
Small World,47,76,3,0.5531,26.938
Small World,47,77,7,0.2649,27.97
Small World,47,78,6,0.4209,30.412
Small World,47,79,3,0.5428,31.582
Small World,48,0,2,0.2954,32.668
Small World,48,1,4,0.3132,28.624
Small World,48,2,6,0.1052,28.156
Small World,48,3,3,0.2774,27.864
Small World,48,4,4,0.2494,29.84
Small World,48,5,6,0.1421,26.244
Small World,48,6,6,0.0653,27.23
Small World,48,7,3,0.3075,28.398
Small World,48,8,1,0.2976,30.234
Small World,48,9,6,0.0929,27.584
Small World,48,10,4,0.1582,26.636
Small World,48,11,3,0.3629,28.922
Small World,48,12,4,0.2747,29.346
Small World,48,13,6,0.2291,27.132
Small World,48,14,6,0.235,27.306
Small World,48,15,3,0.518,30.82
Small World,48,16,5,0.3053,26.726
Small World,48,17,3,0.5498,29.012
Small World,48,18,4,0.6667,27.666
Small World,48,19,7,0.2701,26.37
Small World,48,20,3,0.7909,29.002
Small World,48,21,5,0.6824,27.204
Small World,48,22,4,0.7279,28.386
Small World,48,23,4,0.5426,27.6
Small World,48,24,3,1.0,27.844
Small World,48,25,4,0.6523,27.696
Small World,48,26,5,0.5344,29.448
Small World,48,27,2,0.9411,30.69
Small World,48,28,3,0.7882,29.588
Small World,48,29,5,0.3941,27.258
Small World,48,30,5,0.4749,28.568
Small World,48,31,3,0.7806,25.644
Small World,48,32,3,0.5451,28.37
Small World,48,33,5,0.3386,27.93
Small World,48,34,3,0.4682,26.398
Small World,48,35,3,0.5684,24.868
Small World,48,36,5,0.3448,27.974
Small World,48,37,3,0.4518,27.792
Small World,48,38,5,0.3262,24.704
Small World,48,39,3,0.4665,29.872
Small World,48,40,4,0.3321,27.492
Small World,48,41,2,0.474,32.694
Small World,48,42,3,0.4357,29.746
Small World,48,43,4,0.3705,26.792
Small World,48,44,8,0.0724,25.042
Small World,48,45,2,0.4623,28.578
Small World,48,46,1,0.5066,31.82
Small World,48,47,3,0.23,28.15
Small World,48,48,4,0.2604,26.562
Small World,48,49,5,0.191,27.766
Small World,48,50,4,0.1241,29.236
Small World,48,51,3,0.2395,26.366
Small World,48,52,3,0.3278,25.896
Small World,48,53,8,0.132,26.548
Small World,48,54,3,0.2767,29.89
Small World,48,55,5,0.1721,28.162
Small World,48,56,3,0.261,29.946
Small World,48,57,4,0.1752,30.228
Small World,48,58,3,0.3119,28.138
Small World,48,59,6,0.1832,27.062
Small World,48,60,4,0.2994,27.156
Small World,48,61,5,0.2219,30.654
Small World,48,62,1,0.5354,33.992
Small World,48,63,5,0.316,27.854
Small World,48,64,3,0.4236,27.806
Small World,48,65,5,0.1704,28.84
Small World,48,66,2,0.4726,30.666
Small World,48,67,7,0.3597,26.134
Small World,48,68,5,0.221,28.62
Small World,48,69,6,0.1703,27.158
Small World,48,70,3,0.2874,27.51
Small World,48,71,4,0.143,30.814
Small World,48,72,4,0.2013,28.048
Small World,48,73,2,0.2532,30.024
Small World,48,74,2,0.2986,28.406
Small World,48,75,6,0.1233,29.55
Small World,48,76,6,0.1688,27.098
Small World,48,77,5,0.1887,26.916
Small World,48,78,1,0.3279,29.462
Small World,48,79,4,0.2423,28.212
Small World,49,0,3,0.375,29.49
Small World,49,1,1,0.125,33.574
Small World,49,2,5,0.625,28.074
Small World,49,3,5,0.625,24.814
Small World,49,4,6,0.75,26.118
Small World,49,5,4,0.5,29.63
Small World,49,6,3,0.375,30.256
Small World,49,7,4,0.5,26.662
Small World,49,8,5,0.625,28.316
Small World,49,9,6,0.75,26.47
Small World,49,10,3,0.375,28.706
Small World,49,11,1,0.125,31.102
Small World,49,12,4,0.5,30.208
Small World,49,13,5,0.625,26.442
Small World,49,14,6,0.75,28.044
Small World,49,15,4,0.5,28.768
Small World,49,16,2,0.25,27.896
Small World,49,17,5,0.625,26.746
Small World,49,18,5,0.625,26.394
Small World,49,19,3,0.375,28.83
Small World,49,20,3,0.375,29.24
Small World,49,21,2,0.25,32.588
Small World,49,22,4,0.5,26.312
Small World,49,23,7,0.875,26.828
Small World,49,24,4,0.5,26.942
Small World,49,25,2,0.25,29.862
Small World,49,26,4,0.5,31.064
Small World,49,27,4,0.5,29.44
Small World,49,28,1,0.125,26.232
Small World,49,29,5,0.625,29.218
Small World,49,30,4,0.5,28.47
Small World,49,31,4,0.5,29.582
Small World,49,32,7,0.875,27.582
Small World,49,33,7,0.875,26.696
Small World,49,34,5,0.625,27.802
Small World,49,35,3,0.375,30.058
Small World,49,36,2,0.25,30.312
Small World,49,37,3,0.375,27.164
Small World,49,38,2,0.25,31.158
Small World,49,39,0,0.0,32.57
Small World,49,40,4,0.5,27.446
Small World,49,41,4,0.5,28.342
Small World,49,42,6,0.75,28.796
Small World,49,43,5,0.625,27.18
